longitude,latitude,
-34.8857278,-8.0337817,
-34.9335891,-8.043388,
-34.8873317,-8.1002451,
-34.9027839,-8.0587383,
-34.9289435,-8.0534985,
-34.9037039,-8.1229884,
-34.9091998,-8.0080799,
-34.9338788,-8.0795719,
-34.9131426,-8.126889,
-34.9167126,-8.0529674,
-34.9094224,-8.0948758,
-34.9549395,-8.031572,
-34.9300794,-8.0856399,
-34.9094103,-8.0948426,
-34.8895231,-8.0363154,
-34.8817849,-8.066874,
-34.8749185,-8.044676,
-34.890309,-8.0603902,
-34.8895673,-8.0139524,
-34.8834077,-8.0324511,
-34.9090415,-8.0816937,
-34.9295872,-8.0734189,
-34.9080974,-8.0250756,
-34.893828,-8.0233891,
-34.907577,-8.0617579,
-34.8953488,-8.0560295,
-34.94709,-8.1316047,
-34.9139151,-8.010056,
-34.8822623,-8.0899179,
-34.9073517,-8.0887495,
-34.8834519,-8.0839742,
-34.9563825,-8.0308284,
-34.8963922,-8.0668249,
-34.9137086,-8.1187346,
-34.8913926,-8.0369568,
-34.9291205,-8.0938348,
-34.9089584,-8.0539341,
-34.8960073,-8.054286,
-34.9120107,-8.0024517,
-34.9065538,-8.1331846,
-34.8825413,-8.0830773,
-34.8725259,-8.058571,
-34.9097067,-8.0595138,
-34.9082462,-8.0702095,
-34.960776,-8.0820788,
-34.914827,-8.1405103,
-34.926551,-8.0841129,
-34.8796928,-8.030345,
-34.8748595,-8.0445831,
-34.941625,-8.1179911,
-34.8726681,-8.0416431,
-34.8746637,-8.0442644,
-34.9460506,-8.0928602,
-34.9031876,-8.0528824,
-34.8937355,-8.0229589,
-34.8818037,-8.0669935,
-34.8821121,-8.066886,
-34.9484861,-8.0589003,
-34.9395597,-8.0356223,
-34.9303651,-8.0453719,
-34.9079552,-8.0349742,
-34.9096745,-8.0246879,
-34.9190381,-8.0515041,
-34.8874605,-8.0075221,
-34.9159375,-8.1315198,
-34.879501,-8.0531321,
-34.9154386,-8.0475735,
-34.9605936,-8.0917715,
-34.9569726,-8.0908527,
-34.8782873,-8.0493927,
-34.8825413,-8.0408516,
-34.9136442,-8.0386685,
-34.9131051,-8.1068359,
-34.8891422,-8.0112101,
-34.9270016,-8.1081291,
-34.9138494,-8.0649713,
-34.9306011,-8.0862985,
-34.9128985,-8.0467051,
-34.8885092,-8.0357232,
-34.8969528,-8.0646738,
-34.9299225,-8.0856213,
-34.943465,-8.0810298,
-34.9007535,-8.078823,
-34.8971996,-8.0022392,
-34.9076481,-8.1438001,
-34.8957968,-8.0519635,
-34.8905329,-8.1127561,
-34.8790759,-8.0390191,
-34.9313039,-8.0622146,
-34.8951021,-8.0567359,
-34.8967302,-8.1129406,
-34.8788238,-8.0602441,
-34.9073906,-8.0408357,
-34.9516229,-8.1137532,
-34.921385,-8.1140957,
-34.8846227,-8.0536964,
-34.8910466,-8.036836,
-34.9236488,-8.0487753,
-34.879961,-8.0322865,
-34.8898584,-8.1077573,
-34.9074242,-8.0749034,
-34.9087116,-8.0487075,
-34.9558327,-8.0359356,
-34.9290991,-8.116204,
-34.9095029,-8.063346,
-34.9370304,-8.1340927,
-34.9087907,-8.0409194,
-34.9296355,-8.0901994,
-34.906354,-8.0026058,
-34.9285519,-8.0277077,
-34.9212818,-8.0173574,
-34.9371243,-8.1107579,
-34.9619561,-8.0923677,
-34.9007669,-8.0555395,
-34.9570477,-8.0381639,
-34.9303772,-8.0436967,
-34.8735881,-8.0375053,
-34.8961294,-8.0703729,
-34.9182254,-8.1217351,
-34.9159133,-8.1297222,
-34.8898745,-8.0537747,
-34.9153984,-7.9900263,
-34.9361479,-8.0096603,
-34.8890215,-8.0581434,
-34.8872003,-8.0592057,
-34.8931092,-8.0762206,
-34.9185312,-8.0518148,
-34.9418288,-8.0390244,
-34.9061099,-8.0811546,
-34.8998791,-8.0102951,
-34.9359012,-8.0099471,
-34.8911887,-8.0367311,
-34.8804948,-8.032244,
-34.9096544,-8.0863795,
-34.9372745,-8.1334023,
-34.9419576,-8.117853,
-34.9163157,-8.0623846,
-34.8891208,-8.0111158,
-34.9132419,-8.1085353,
-34.9169326,-8.0662885,
-34.894343,-8.0462005,
-35.007956,-8.0429551,
-34.8936389,-8.1167325,
-34.9054313,-8.1229618,
-34.9068877,-8.0549592,
-34.9111658,-8.1594174,
-34.89209,-8.1152003,
-34.9408472,-8.1161961,
-34.9087331,-8.0081171,
-34.8921141,-8.0612719,
-34.9032962,-8.1410865,
-34.9230158,-8.0330009,
-34.8904967,-8.0072619,
-34.8969716,-8.0775218,
-34.9439478,-8.0552142,
-34.8829168,-8.0708774,
-34.9656241,-8.087131,
-34.8727754,-8.0602388,
-34.8936161,-8.0194503,
-34.9150443,-8.0375185,
-34.940182,-8.0697143,
-34.9066329,-8.0802146,
-34.8981142,-8.0564863,
-34.9326664,-8.0695178,
-34.9007133,-8.0719636,
-34.9547008,-8.0317526,
-34.8923233,-8.0759417,
-34.896641,-8.0575711,
-34.9111216,-8.1422003,
-34.8975322,-8.025559,
-34.8928477,-8.0283876,
-34.8929858,-8.0277927,
-34.9088417,-8.1083428,
-34.87921,-8.0461022,
-34.8778528,-8.0398424,
-34.8887104,-8.0851592,
-34.9135369,-8.0346768,
-34.9074349,-8.0752114,
-34.9371108,-8.133871,
-34.9072029,-8.1142962,
-34.9200332,-8.0020958,
-34.8783597,-8.0637788,
-34.8972358,-8.0620991,
-34.9146634,-8.1068067,
-34.8917748,-8.016805,
-34.9036127,-8.0274554,
-34.9097577,-8.0620872,
-34.9187055,-8.0808174,
-34.9270713,-8.0501616,
-34.9370706,-8.1105481,
-34.9102136,-8.0621828,
-34.9204275,-8.0564252,
-34.9438164,-8.1341179,
-34.9292627,-8.0458021,
-34.9162674,-8.1296319,
-34.9502885,-8.1152428,
-34.9062735,-8.0597501,
-34.8925379,-8.0297594,
-34.9425638,-8.1186523,
-34.9128851,-8.1073962,
-34.9455303,-8.0428754,
-34.9313924,-8.0567173,
-34.911198,-8.0002843,
-34.8763052,-8.0657241,
-34.9386907,-8.1130097,
-34.9056861,-8.1341431,
-34.9372584,-8.1334315,
-34.9286605,-8.1406444,
-34.9538773,-8.0321922,
-34.9244776,-8.0828755,
-34.8833996,-8.0359622,
-34.922753,-8.0334046,
-34.9288657,-8.0534056,
-34.9391882,-8.1195816,
-34.9564576,-8.0842218,
-34.8959845,-8.0532542,
-34.9342583,-8.0993343,
-34.9273878,-8.0468485,
-34.9133867,-8.0261035,
-34.9072418,-8.0589216,
-34.8797679,-8.0514961,
-34.9241772,-8.1075343,
-34.9328917,-8.082501,
-34.8899657,-8.0078674,
-34.9177989,-8.1411529,
-34.9091917,-8.1505813,
-34.9113482,-8.0614737,
-34.9193519,-8.0808864,
-34.8786467,-8.0221222,
-34.9516296,-8.1135859,
-34.8904511,-8.053063,
-34.8952013,-8.051289,
-34.9187806,-8.0471167,
-34.9037978,-8.0332452,
-34.9092387,-8.0257954,
-34.8938414,-8.0233732,
-34.8781264,-8.0717219,
-34.8973256,-8.0507578,
-34.91395,-8.0229509,
-34.8937932,-8.1166475,
-34.9138615,-8.027458,
-34.9388489,-8.0839669,
-34.9094626,-8.0803261,
-34.8856795,-8.0570254,
-34.8960087,-8.0705003,
-34.8818627,-8.0497725,
-34.9487382,-8.0521415,
-34.8823375,-8.0504869,
-34.9216613,-8.0208713,
-34.9412307,-8.0524787,
-34.8891322,-8.0111483,
-34.8990208,-8.0331695,
-34.9101493,-8.007886,
-34.9022609,-8.0312852,
-34.9398226,-8.0817548,
-34.9314809,-8.0145474,
-34.9293029,-8.0459774,
-34.8934364,-8.0763958,
-34.9100339,-8.060345,
-34.9221736,-8.1133336,
-34.8838717,-8.0603052,
-34.9098288,-8.0964584,
-34.8949009,-8.0304406,
-34.9027517,-8.1133708,
-34.8797813,-8.0372277,
-34.880181,-8.036257,
-34.9315909,-8.058988,
-34.8953891,-8.0559312,
-34.910109,-8.0380152,
-34.9056378,-8.0086058,
-34.9436313,-8.1194037,
-34.8910171,-8.0889991,
-34.9256444,-8.0236906,
-34.8939876,-8.0191914,
-34.8901212,-8.0672817,
-34.8789471,-8.0659326,
-34.9047688,-8.1408927,
-34.9360353,-8.0596917,
-34.9037388,-8.1364691,
-34.9323016,-8.0088621,
-34.9185111,-8.0569484,
-34.9335462,-8.0795347,
-34.8944074,-8.0370259,
-34.9180537,-8.0521972,
-34.8948258,-8.0517245,
-34.9143416,-8.0540456,
-34.9093339,-8.0631893,
-34.9134511,-8.0545608,
-34.9244937,-8.1152747,
-34.8803888,-8.0189855,
-34.9116285,-8.0347405,
-34.9217606,-8.0172671,
-34.9340987,-8.0632397,
-34.8967892,-8.1176645,
-34.9098247,-8.0383286,
-34.912582,-8.1579996,
-34.8906898,-8.0370325,
-34.9052113,-8.1229672,
-34.8813705,-8.0541917,
-34.8809615,-8.0623527,
-34.9624121,-8.1366072,
-34.9068367,-8.1487811,
-34.9026042,-8.1323296,
-34.913376,-8.1169051,
-34.9139553,-8.0229496,
-34.9374005,-8.0426337,
-34.9164954,-8.0623899,
-34.90843,-8.0524203,
-34.9303705,-8.0875439,
-34.8957244,-8.0651917,
-34.8963439,-8.0702029,
-34.8905155,-8.0072658,
-34.9129374,-8.1155707,
-34.929496,-8.0901476,
-34.9257705,-8.0605416,
-34.8915911,-8.0344457,
-34.915275,-8.0315083,
-34.9064022,-8.0819407,
-34.8826674,-8.0133309,
-34.9041867,-8.1114058,
-34.8979814,-8.0228553,
-34.9282193,-8.0996583,
-34.8998281,-8.0525133,
-34.8757339,-8.070272,
-34.9105275,-8.102473,
-34.8919451,-8.0793807,
-34.9066651,-8.0826683,
-34.8958799,-8.1112332,
-34.8989591,-8.1212717,
-34.8818359,-8.0623395,
-34.9524759,-8.0857375,
-34.8954079,-8.0235007,
-34.9193841,-8.1202694,
-34.9028939,-8.0340739,
-34.9075086,-8.1440444,
-34.9518013,-8.0154823,
-34.9068904,-8.0839483,
-34.9362968,-8.0918432,
-34.8856506,-8.0865839,
-34.8934163,-8.1084079,
-34.9358904,-8.0098621,
-34.9373013,-8.1109624,
-34.9232438,-8.1169449,
-34.8742238,-8.0226494,
-34.9014214,-8.0624961,
-34.9182335,-8.0231421,
-34.9002627,-8.1132858,
-34.8877877,-8.0594129,
-34.8911351,-8.0421477,
-34.8797062,-8.0716662,
-34.9546659,-8.0853398,
-34.8946488,-8.0720672,
-34.8964995,-8.1230787,
-34.9039695,-8.0584568,
-34.9148284,-8.0302374,
-34.9283695,-8.1074015,
-34.8794568,-8.0509703,
-34.9471799,-8.0924327,
-34.9364698,-8.009214,
-34.882147,-8.0281061,
-34.8761469,-8.0656777,
-34.8885468,-8.0356966,
-34.9080974,-8.0251606,
-34.9416156,-8.1179911,
-34.9138199,-8.027377,
-34.9408928,-8.0396007,
-34.8953059,-8.0560162,
-34.8875222,-8.0844276,
-34.881577,-8.0539009,
-34.8799932,-8.0595058,
-34.9017406,-8.1364505,
-34.8899952,-8.0078674,
-34.9002251,-8.1246851,
-34.9123675,-8.0479241,
-34.9048211,-8.1123777,
-34.9297468,-8.0895462,
-34.9140559,-8.1486962,
-34.9235845,-8.0822833,
-34.8997195,-8.0477209,
-34.8926479,-8.0293092,
-34.9438633,-8.1205681,
-34.9322534,-8.00872,
-34.917807,-8.0262124,
-34.9167261,-8.0456879,
-34.9276292,-8.1044434,
-34.879961,-8.0517086,
-34.9028134,-8.1312649,
-34.9360929,-8.1097655,
-34.8967195,-8.1118944,
-34.8882021,-8.1043053,
-34.9285197,-8.0980491,
-34.9309498,-8.015716,
-34.8839307,-8.0987023,
-34.8866692,-8.0370644,
-34.9050021,-8.0624802,
-34.8984978,-8.0408171,
-34.9120094,-8.0968528,
-34.937823,-8.0410216,
-34.9348323,-8.0341549,
-34.9123487,-8.0539865,
-34.9334872,-8.1083999,
-34.8986627,-8.0230558,
-34.9280155,-8.071297,
-34.902918,-8.1320668,
-34.9386987,-8.1280759,
-34.9020316,-8.0313131,
-34.9271438,-8.0407056,
-34.9402544,-8.0929399,
-34.9095082,-8.0709837,
-34.9124855,-8.1115227,
-34.932712,-8.0505506,
-34.8805591,-8.0545476,
-34.9148539,-8.1069474,
-34.9226376,-8.1402076,
-34.9708664,-8.0795401,
-34.9041384,-8.0270517,
-34.8806946,-8.06252,
-34.9427247,-8.1172038,
-34.9405521,-8.0397574,
-34.9446559,-8.0815078,
-34.8847353,-8.0908288,
-34.9042296,-8.0480569,
-34.9068247,-8.0533525,
-34.8831495,-8.0212703,
-34.907233,-8.0763998,
-34.904117,-8.0583506,
-34.9173483,-8.0475841,
-34.88208,-8.0500248,
-34.8883731,-8.0627544,
-34.9399057,-8.0325799,
-34.9337152,-8.0118674,
-34.921428,-8.051034,
-34.9087277,-8.1095842,
-34.8995861,-8.0222291,
-34.9271384,-8.0649606,
-34.8874377,-8.0431542,
-34.8727512,-8.0508215,
-34.9292868,-8.0927912,
-34.9012765,-8.1308042,
-34.9027035,-8.0325282,
-34.9165872,-8.0746823,
-34.8800415,-8.051836,
-34.9272028,-8.0468883,
-34.9163425,-8.0623899,
-34.8865271,-8.0434968,
-34.9096423,-8.0246826,
-34.9090308,-8.0835659,
-34.8822731,-8.0550442,
-34.9580294,-8.0300847,
-34.9062547,-8.1348016,
-34.9160367,-8.0476027,
-34.9303289,-8.0451873,
-34.9339646,-8.0434198,
-34.9046695,-8.1406988,
-34.9067402,-8.144278,
-34.892837,-8.1129413,
-34.9064559,-8.0827161,
-34.9096638,-8.062135,
-34.8981571,-8.0608496,
-34.8922697,-8.0752486,
-34.8801541,-8.0362623,
-34.9001755,-8.0506011,
-34.8978782,-8.0267542,
-34.9252743,-8.0368997,
-34.8944557,-8.0722743,
-34.883303,-8.0545184,
-34.8895445,-8.0749459,
-34.9343911,-8.0586852,
-34.939962,-8.0202338,
-34.8959899,-8.0486385,
-34.887836,-8.0209005,
-34.8975241,-8.1250091,
-34.9563932,-8.0907146,
-34.8964244,-8.0699905,
-34.9001715,-8.1325035,
-34.8895955,-8.0391785,
-34.90556,-8.0584701,
-34.9137615,-8.0762949,
-34.8907542,-8.0640311,
-34.8964807,-8.0772669,
-34.9255425,-8.0549964,
-34.9095109,-8.0800791,
-34.9006476,-8.1285134,
-34.8953891,-8.0732064,
-34.9047661,-8.1411316,
-34.8979184,-8.0269268,
-34.9106602,-8.0900759,
-34.9106616,-8.0900972,
-34.8804398,-8.0356169,
-34.9233457,-8.0206641,
-34.8867215,-8.0524017,
-34.8852282,-8.0975193,
-34.9123567,-8.0488191,
-34.9288416,-8.0954732,
-34.894048,-8.0724124,
-34.9609838,-8.0260849,
-34.9376822,-8.0922229,
-34.941743,-8.0546757,
-34.8846334,-8.0604991,
-34.9099904,-8.0622817,
-34.8806477,-8.0548955,
-34.8784241,-8.0560454,
-34.8813558,-8.032151,
-34.9060723,-8.0598829,
-34.9097013,-8.0802969,
-34.9460372,-8.1185939,
-34.9531075,-8.0900056,
-34.9099267,-8.1326589,
-34.9214655,-8.1192577,
-34.893246,-8.0485349,
-34.9001312,-8.0680571,
-34.8790947,-8.0390364,
-34.905037,-8.0811254,
-34.9177091,-8.0481956,
-34.8743941,-8.0201714,
-34.8884194,-8.0871867,
-34.8724904,-8.0654055,
-34.8961937,-8.0702135,
-34.9005872,-8.0298085,
-34.9123836,-8.1117669,
-34.9315131,-8.0139099,
-34.8728585,-8.0366395,
-34.8883718,-8.1049804,
-34.9180484,-8.1096287,
-34.9650662,-8.0901609,
-34.9286699,-8.0705933,
-34.8939782,-8.0192272,
-34.9298877,-8.0893019,
-34.8985641,-8.0276014,
-34.8835686,-8.0523991,
-34.9193157,-8.0108249,
-34.8992434,-8.0517006,
-34.9433041,-8.1166767,
-34.9044657,-8.0794126,
-34.9096477,-8.068344,
-34.9402142,-8.0401186,
-34.9436983,-8.0159039,
-34.9638605,-8.0934445,
-34.9098301,-8.0803075,
-34.9177077,-8.0475523,
-34.9134564,-8.108692,
-34.8919357,-8.0751371,
-34.9052811,-8.0580664,
-34.9305663,-8.0862985,
-34.8873398,-8.1002,
-34.9279565,-8.0846812,
-34.9317384,-8.0844475,
-34.9231929,-8.1169661,
-34.9140251,-8.0279016,
-34.94179,-8.039282,
-34.9156237,-8.0404055,
-34.9123031,-8.0554001,
-34.914764,-8.1068372,
-34.912405,-8.1235779,
-34.872947,-8.0585259,
-34.8975791,-8.0583227,
-34.9153447,-8.0625015,
-34.9121341,-8.1087637,
-34.8921637,-8.1151426,
-34.9033928,-8.0581487,
-34.913266,-8.0281565,
-34.9137139,-8.1097435,
-34.9360594,-8.1382654,
-34.9231137,-8.0738205,
-34.9202693,-8.0478046,
-34.8829463,-8.0696532,
-34.9161923,-8.1313419,
-34.9138299,-8.0649241,
-34.905619,-8.059304,
-34.8980606,-8.0552885,
-34.8834935,-8.0222683,
-34.9364483,-8.1245444,
-34.9009185,-8.1342109,
-34.8875919,-8.0429736,
-34.9190006,-8.1208801,
-34.8890001,-8.0105368,
-34.9044053,-8.0581421,
-34.9099696,-8.1091653,
-34.9047178,-8.1361478,
-34.9569511,-8.0908633,
-34.8938978,-8.0231952,
-34.9083817,-8.0908686,
-34.9018908,-8.112468,
-34.8772842,-8.0714989,
-34.905442,-8.026138,
-34.9262774,-8.0476505,
-34.9013114,-8.0614976,
-34.9046534,-8.0613383,
-34.9132687,-8.1085261,
-34.8869991,-8.0347166,
-34.9447364,-8.0785734,
-34.9126511,-8.0239077,
-34.8841895,-8.0722159,
-34.9080491,-8.1478784,
-34.8942512,-8.0215963,
-34.916954,-8.0214742,
-34.898302,-8.1250542,
-34.9329507,-7.9873701,
-34.8819083,-8.0498336,
-34.8730074,-8.0506157,
-34.9135637,-8.0061702,
-34.8766565,-8.0628733,
-34.9293673,-8.0707871,
-34.8857009,-8.0530205,
-34.9200869,-8.0127838,
-34.9195611,-8.0491803,
-34.9099843,-8.0981274,
-34.9158543,-8.1316286,
-34.9278277,-8.0468325,
-34.8927652,-8.1128736,
-34.8784241,-8.0637788,
-34.9044362,-8.1382614,
-34.897787,-8.0547056,
-34.9390742,-8.0926345,
-34.8982215,-8.0566854,
-34.8826164,-8.0662247,
-34.8920497,-8.0386685,
-34.9628198,-8.0873102,
-34.9063915,-8.0770916,
-34.9539444,-8.0832685,
-34.9317437,-8.0857913,
-34.8911646,-8.1086668,
-34.8929429,-8.0049537,
-34.8966296,-8.0541625,
-34.9183005,-8.0750999,
-34.8915213,-8.0569457,
-34.8935182,-8.1124573,
-34.8739126,-8.0672153,
-34.9090683,-8.0656192,
-34.9356303,-8.0422154,
-34.9092937,-8.0721256,
-34.8937583,-8.0494671,
-34.9001849,-8.0298935,
-34.9578309,-8.0401824,
-34.9534026,-8.0527523,
-34.8892307,-8.1064615,
-34.8821604,-8.0682537,
-34.8899053,-8.0590291,
-34.9122481,-8.1075449,
-34.9303865,-8.1076113,
-34.8991274,-8.0583273,
-34.9171639,-8.0753522,
-34.9070735,-8.1430427,
-34.8938441,-8.0045288,
-34.9304777,-8.0231341,
-34.9144422,-8.1360768,
-34.892275,-8.0310389,
-34.9577236,-8.0292933,
-34.8943423,-8.113937,
-34.9076307,-8.1438479,
-34.8816508,-8.06205,
-34.8971808,-8.0549805,
-34.9517269,-8.0764005,
-34.9309123,-8.0892833,
-34.895491,-8.0730112,
-34.896926,-8.0237849,
-34.8990315,-8.0281193,
-34.880411,-8.0356973,
-34.8981249,-8.0369528,
-34.9039024,-8.0361455,
-34.9300781,-8.0555793,Ciclomotor
-34.8816186,-8.0620022,
-34.9664193,-8.0375053,
-34.9064156,-8.0596413,
-34.9101117,-8.0363261,
-34.9354988,-8.0991458,
-34.9169916,-8.0574078,
-34.8889183,-8.0612287,
-34.9027383,-8.1166316,
-34.890765,-8.0159185,
-34.9351823,-8.1225582,
-34.8955125,-8.0526567,Motocicleta
-34.9145159,-8.0272482,
-34.9073303,-8.1147781,
-34.9305582,-8.0160015,
-34.9208808,-8.0347963,
-34.9097724,-8.1268625,
-34.9337232,-8.0897267,
-34.8943591,-8.021028,
-34.8804384,-8.0322526,
-34.88635,-8.0434318,
-34.8825252,-8.0408224,
-34.9178499,-8.0705003,
-34.8955353,-8.0556271,
-34.9138185,-8.0273591,
-34.9285626,-8.0979986,
-34.89521,-8.056313,
-34.9104309,-8.0408569,
-34.9183702,-8.0236202,
-34.9097644,-8.096169,
-34.9325484,-8.0959034,
-34.9096772,-8.1029457,
-34.8776436,-8.0485057,
-34.9184909,-8.1219661,
-34.9459903,-8.0371467,
-34.8931897,-8.0506356,
-34.9378109,-8.111759,
-34.8790544,-8.0504298,
-34.9266073,-8.1116607,
-34.9418315,-8.0558436,
-34.9436367,-8.1202481,
-34.944037,-8.1207759,
-34.9061152,-8.1262199,
-34.8737812,-8.0499611,
-34.9151087,-8.0484473,
-34.9206018,-8.0351681,
-34.8916487,-8.0352385,
-34.9046749,-8.0613595,
-34.9269587,-8.1085752,
-34.9158356,-8.0376998,
-34.9393505,-8.0927115,
-34.9261218,-8.0604035,
-34.8978621,-8.0032113,
-34.8929617,-8.0788788,
-34.9411315,-8.1165944,
-34.9558139,-8.0312055,
-34.8858947,-8.088079,
-34.9088645,-8.0407481,
-34.8913852,-8.035441,
-34.9495523,-8.0841395,
-34.9244991,-7.9985539,
-34.8823965,-8.0490103,
-34.8904679,-8.0326683,
-34.9041867,-8.0612267,
-34.8913671,-8.1091394,
-34.9578188,-8.0297169,
-34.9186579,-8.023168,
-34.9000347,-8.0573759,
-34.9126974,-8.0668568,
-34.9355954,-8.091251,
-34.8931468,-8.0267648,
-34.891976,-8.0385384,
-34.9127537,-8.0670214,
-34.882957,-8.0578141,
-34.9371216,-8.1238388,
-34.9441785,-8.1203742,
-34.9081779,-8.0652687,
-34.9298072,-8.0892541,
-34.9379417,-8.1266958,
